date,road,fixed_corridor,observation_time,time_block,day,weather,temperature,rain_chance,traffic_level,traffic_score,traffic_pattern,congestion_location,day_encoded,traffic_pattern_encoded,traffic_level_encoded,congestion_location_encoded
2026-08-19,funsho williams avenue,unknown,2026-08-19 12:56:00,2026-08-19 12:00:00,Tuesday,partly sunny,28.5,0.05,low,1,G/Y,road segment,1,3,0.0,1
2026-08-25,ikorodu road,unknown,2026-08-19 17:50:00,2026-08-19 17:00:00,Saturday,mostly cloudy,26.6,0.15,high,3,Y/R,road segment,5,5,2.0,1
2026-08-28,third mainland bridge,oworonshole-adekunle,2026-08-19 19:09:00,2026-08-19 19:00:00,Tuesday,partly sunny,25.9,0.11,medium,2,G/Y/R,mixed,1,6,1.0,3
2026-09-08,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 21:41:00,2026-08-19 21:00:00,Thursday,partly sunny,25.6,0.07,low,1,G,none evident,3,0,0.0,0
2026-08-17,lagos-badagry expressway,mile2-festac,2026-08-19 18:17:00,2026-08-19 18:00:00,Saturday,cloudy,26.0,0.13,high,3,Y/R,mixed,5,5,2.0,3
2026-09-11,lagos-badagry expressway,mile2-festac,2026-08-19 12:57:00,2026-08-19 12:00:00,Thursday,mostly cloudy,25.2,0.1,medium,2,G/Y,junction,3,3,1.0,2
2026-09-10,third mainland bridge,oworonshole-adekunle,2026-08-19 13:13:00,2026-08-19 13:00:00,Tuesday,partly sunny,25.7,0.07,low,1,G/R,none evident,1,4,0.0,0
2026-09-11,lagos-badagry expressway,mile2-festac,2026-08-19 08:18:00,2026-08-19 08:00:00,Wednesday,heavy rain,24.4,0.84,high,3,Y/R,road segment,2,5,2.0,1
2026-09-06,ikorodu road,unknown,2026-08-19 22:07:00,2026-08-19 22:00:00,Monday,light rain,23.8,0.22,low,1,G/Y,none evident,0,3,0.0,0
2026-08-13,apapa-oshodi expressway,mile2-oshodi,2026-08-19 13:49:00,2026-08-19 13:00:00,Thursday,mostly cloudy,25.2,0.11,low,1,G/R,none evident,3,4,0.0,0
2026-09-11,ikorodu road,unknown,2026-08-19 14:14:00,2026-08-19 14:00:00,Sunday,mostly cloudy,26.2,0.12,medium,2,Y,mixed,6,1,1.0,3
2026-08-06,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 08:59:00,2026-08-19 08:00:00,Wednesday,light rain,24.1,0.31,medium,2,Y,road segment,2,1,1.0,1
2026-08-18,lagos-badagry expressway,mile2-festac,2026-08-19 16:46:00,2026-08-19 16:00:00,Thursday,cloudy,27.1,0.22,high,3,G/Y/R,mixed,3,6,2.0,3
2026-09-03,lagos-badagry expressway,mile2-festac,2026-08-19 14:04:00,2026-08-19 14:00:00,Tuesday,mostly cloudy,25.8,0.17,medium,2,G/Y/R,junction,1,6,1.0,2
2026-08-15,lagos-ibadan expressway,ojota-berger,2026-08-19 16:49:00,2026-08-19 16:00:00,Sunday,light rain,23.5,0.34,high,3,Y/R,mixed,6,5,2.0,3
2026-09-01,apapa-oshodi expressway,mile2-oshodi,2026-08-19 18:26:00,2026-08-19 18:00:00,Sunday,light rain,25.8,0.27,high,3,R,mixed,6,2,2.0,3
2026-08-05,ikorodu road,unknown,2026-08-19 06:06:00,2026-08-19 06:00:00,Wednesday,heavy rain,24.0,0.64,low,1,G/R,none evident,2,4,0.0,0
2026-08-12,ikorodu road,unknown,2026-08-19 06:51:00,2026-08-19 06:00:00,Saturday,light rain,25.2,0.36,low,1,G,none evident,5,0,0.0,0
2026-09-05,third mainland bridge,oworonshole-adekunle,2026-08-19 16:13:00,2026-08-19 16:00:00,Wednesday,cloudy,25.1,0.22,high,3,G/Y/R,junction,2,6,2.0,2
2026-08-13,apapa-oshodi expressway,mile2-oshodi,2026-08-19 10:42:00,2026-08-19 10:00:00,Saturday,heavy rain,24.2,0.66,low,1,G/R,none evident,5,4,0.0,0
2026-08-30,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 08:14:00,2026-08-19 08:00:00,Monday,light rain,23.7,0.2,medium,2,Y/R,junction,0,5,1.0,2
2026-08-05,apapa-oshodi expressway,mile2-oshodi,2026-08-19 20:56:00,2026-08-19 20:00:00,Tuesday,mostly cloudy,26.2,0.16,low,1,G/Y,none evident,1,3,0.0,0
2026-08-26,funsho williams avenue,unknown,2026-08-19 09:44:00,2026-08-19 09:00:00,Friday,light rain,25.2,0.2,medium,2,G/Y/R,junction,4,6,1.0,2
2026-08-07,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 16:20:00,2026-08-19 16:00:00,Sunday,mostly cloudy,26.3,0.19,high,3,Y/R,road segment,6,5,2.0,1
2026-08-21,apapa-oshodi expressway,mile2-oshodi,2026-08-19 21:07:00,2026-08-19 21:00:00,Tuesday,mostly cloudy,25.1,0.13,low,1,G/Y,none evident,1,3,0.0,0
2026-09-02,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 08:01:00,2026-08-19 08:00:00,Thursday,light rain,23.8,0.23,medium,2,Y,road segment,3,1,1.0,1
2026-09-03,third mainland bridge,oworonshole-adekunle,2026-08-19 20:14:00,2026-08-19 20:00:00,Friday,cloudy,27.9,0.17,low,1,G/R,none evident,4,4,0.0,0
2026-08-13,lagos-ibadan expressway,ojota-berger,2026-08-19 20:20:00,2026-08-19 20:00:00,Wednesday,light rain,23.8,0.37,low,1,G/Y,road segment,2,3,0.0,1
2026-09-02,funsho williams avenue,unknown,2026-08-19 20:30:00,2026-08-19 20:00:00,Thursday,mostly cloudy,24.3,0.12,low,1,G,road segment,3,0,0.0,1
2026-09-10,funsho williams avenue,unknown,2026-08-19 19:45:00,2026-08-19 19:00:00,Tuesday,partly sunny,26.9,0.1,high,3,Y/R,road segment,1,5,2.0,1
2026-08-21,funsho williams avenue,unknown,2026-08-19 20:41:00,2026-08-19 20:00:00,Tuesday,cloudy,25.3,0.21,low,1,G/Y,none evident,1,3,0.0,0
2026-09-12,third mainland bridge,oworonshole-adekunle,2026-08-19 17:13:00,2026-08-19 17:00:00,Saturday,light rain,25.2,0.3,high,3,Y/R,junction,5,5,2.0,2
2026-08-04,lagos-ibadan expressway,ojota-berger,2026-08-19 12:10:00,2026-08-19 12:00:00,Monday,light rain,24.8,0.35,low,1,G/R,road segment,0,4,0.0,1
2026-09-07,lagos-badagry expressway,mile2-festac,2026-08-19 20:02:00,2026-08-19 20:00:00,Thursday,cloudy,25.9,0.22,medium,2,G/Y,junction,3,3,1.0,2
2026-08-26,third mainland bridge,oworonshole-adekunle,2026-08-19 22:06:00,2026-08-19 22:00:00,Tuesday,light rain,23.8,0.32,low,1,G/Y,road segment,1,3,0.0,1
2026-08-12,lagos-badagry expressway,mile2-festac,2026-08-19 08:00:00,2026-08-19 08:00:00,Monday,heavy rain,24.5,0.62,medium,2,Y,road segment,0,1,1.0,1
2026-08-04,funsho williams avenue,unknown,2026-08-19 19:26:00,2026-08-19 19:00:00,Saturday,heavy rain,23.9,0.75,medium,2,G/Y/R,mixed,5,6,1.0,3
2026-08-18,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 10:13:00,2026-08-19 10:00:00,Thursday,partly sunny,25.1,0.12,low,1,G,none evident,3,0,0.0,0
2026-08-12,lagos-ibadan expressway,ojota-berger,2026-08-19 13:13:00,2026-08-19 13:00:00,Thursday,heavy rain,23.5,0.7,low,1,G/Y,none evident,3,3,0.0,0
2026-08-21,apapa-oshodi expressway,mile2-oshodi,2026-08-19 17:55:00,2026-08-19 17:00:00,Wednesday,mostly cloudy,24.3,0.14,high,3,Y/R,junction,2,5,2.0,2
2026-08-04,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 17:43:00,2026-08-19 17:00:00,Saturday,cloudy,25.9,0.24,high,3,Y/R,junction,5,5,2.0,2
2026-08-13,third mainland bridge,oworonshole-adekunle,2026-08-19 08:39:00,2026-08-19 08:00:00,Sunday,light rain,24.0,0.39,medium,2,Y/R,mixed,6,5,1.0,3
2026-08-14,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 19:33:00,2026-08-19 19:00:00,Saturday,heavy rain,24.4,0.8,medium,2,Y/R,road segment,5,5,1.0,1
2026-08-02,ikorodu road,unknown,2026-08-19 13:59:00,2026-08-19 13:00:00,Monday,mostly cloudy,26.6,0.14,medium,2,Y,road segment,0,1,1.0,1
2026-08-17,apapa-oshodi expressway,mile2-oshodi,2026-08-19 12:14:00,2026-08-19 12:00:00,Thursday,heavy rain,23.9,0.68,low,1,G/R,road segment,3,4,0.0,1
2026-08-30,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 21:19:00,2026-08-19 21:00:00,Thursday,partly sunny,25.4,0.08,low,1,G/Y,none evident,3,3,0.0,0
2026-09-12,lagos-badagry expressway,mile2-festac,2026-08-19 20:06:00,2026-08-19 20:00:00,Sunday,light rain,24.1,0.29,medium,2,G/Y/R,road segment,6,6,1.0,1
2026-08-31,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 20:23:00,2026-08-19 20:00:00,Wednesday,heavy rain,23.5,0.64,low,1,G/R,none evident,2,4,0.0,0
2026-08-28,apapa-oshodi expressway,mile2-oshodi,2026-08-19 12:15:00,2026-08-19 12:00:00,Wednesday,cloudy,25.4,0.1,medium,2,Y,mixed,2,1,1.0,3
2026-09-13,lagos-badagry expressway,mile2-festac,2026-08-19 16:20:00,2026-08-19 16:00:00,Sunday,partly sunny,28.1,0.06,medium,2,G/Y/R,road segment,6,6,1.0,1
2026-09-01,third mainland bridge,oworonshole-adekunle,2026-08-19 08:22:00,2026-08-19 08:00:00,Saturday,heavy rain,22.1,0.55,medium,2,Y/R,junction,5,5,1.0,2
2026-08-08,funsho williams avenue,unknown,2026-08-19 19:43:00,2026-08-19 19:00:00,Monday,cloudy,26.0,0.24,high,3,Y/R,mixed,0,5,2.0,3
2026-08-26,lagos-ibadan expressway,ojota-berger,2026-08-19 12:30:00,2026-08-19 12:00:00,Saturday,partly sunny,25.9,0.12,medium,2,Y,junction,5,1,1.0,2
2026-08-12,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 19:59:00,2026-08-19 19:00:00,Wednesday,heavy rain,23.0,0.52,high,3,R,junction,2,2,2.0,2
2026-08-28,third mainland bridge,oworonshole-adekunle,2026-08-19 20:14:00,2026-08-19 20:00:00,Saturday,mostly cloudy,25.1,0.18,medium,2,Y/R,mixed,5,5,1.0,3
2026-08-22,lagos-badagry expressway,mile2-festac,2026-08-19 13:20:00,2026-08-19 13:00:00,Wednesday,light rain,23.6,0.37,medium,2,G/Y/R,junction,2,6,1.0,2
2026-08-01,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 22:34:00,2026-08-19 22:00:00,Monday,light rain,23.4,0.38,low,1,G/R,road segment,0,4,0.0,1
2026-08-10,funsho williams avenue,unknown,2026-08-19 06:12:00,2026-08-19 06:00:00,Saturday,partly sunny,27.8,0.08,low,1,G/Y,none evident,5,3,0.0,0
2026-08-26,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 07:47:00,2026-08-19 07:00:00,Tuesday,cloudy,26.3,0.14,high,3,G/Y/R,mixed,1,6,2.0,3
2026-08-27,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 13:51:00,2026-08-19 13:00:00,Monday,heavy rain,24.2,0.66,low,1,G/R,road segment,0,4,0.0,1
2026-09-08,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 20:25:00,2026-08-19 20:00:00,Tuesday,partly sunny,28.9,0.08,medium,2,G/Y,mixed,1,3,1.0,3
2026-08-30,third mainland bridge,oworonshole-adekunle,2026-08-19 16:20:00,2026-08-19 16:00:00,Friday,light rain,24.2,0.37,high,3,R,mixed,4,2,2.0,3
2026-08-08,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 21:52:00,2026-08-19 21:00:00,Tuesday,cloudy,25.2,0.11,low,1,G/Y,road segment,1,3,0.0,1
2026-09-05,apapa-oshodi expressway,mile2-oshodi,2026-08-19 16:44:00,2026-08-19 16:00:00,Saturday,cloudy,26.2,0.16,high,3,G/Y/R,mixed,5,6,2.0,3
2026-08-13,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 10:54:00,2026-08-19 10:00:00,Monday,partly sunny,27.4,0.05,low,1,G,road segment,0,0,0.0,1
2026-08-16,ikorodu road,unknown,2026-08-19 19:24:00,2026-08-19 19:00:00,Tuesday,heavy rain,23.9,0.79,high,3,G/Y/R,mixed,1,6,2.0,3
2026-08-12,ikorodu road,unknown,2026-08-19 08:18:00,2026-08-19 08:00:00,Monday,mostly cloudy,26.0,0.12,medium,2,G/Y,junction,0,3,1.0,2
2026-09-12,ikorodu road,unknown,2026-08-19 17:40:00,2026-08-19 17:00:00,Thursday,light rain,23.9,0.36,high,3,G/Y/R,mixed,3,6,2.0,3
2026-09-12,lagos-ibadan expressway,ojota-berger,2026-08-19 14:04:00,2026-08-19 14:00:00,Thursday,light rain,25.2,0.29,medium,2,Y,junction,3,1,1.0,2
2026-08-07,lagos-ibadan expressway,ojota-berger,2026-08-19 18:56:00,2026-08-19 18:00:00,Monday,mostly cloudy,26.0,0.12,high,3,Y/R,mixed,0,5,2.0,3
2026-08-07,apapa-oshodi expressway,mile2-oshodi,2026-08-19 22:50:00,2026-08-19 22:00:00,Monday,mostly cloudy,26.6,0.12,low,1,G/Y,none evident,0,3,0.0,0
2026-08-02,apapa-oshodi expressway,mile2-oshodi,2026-08-19 17:04:00,2026-08-19 17:00:00,Saturday,mostly cloudy,24.4,0.2,high,3,G/Y/R,mixed,5,6,2.0,3
2026-09-08,funsho williams avenue,unknown,2026-08-19 20:16:00,2026-08-19 20:00:00,Saturday,cloudy,26.9,0.1,low,1,G,road segment,5,0,0.0,1
2026-09-10,third mainland bridge,oworonshole-adekunle,2026-08-19 12:22:00,2026-08-19 12:00:00,Sunday,mostly cloudy,24.2,0.19,low,1,G/Y,none evident,6,3,0.0,0
2026-09-05,ikorodu road,unknown,2026-08-19 18:09:00,2026-08-19 18:00:00,Sunday,heavy rain,22.2,0.7,high,3,G/Y/R,road segment,6,6,2.0,1
2026-09-05,funsho williams avenue,unknown,2026-08-19 08:22:00,2026-08-19 08:00:00,Wednesday,light rain,23.0,0.24,medium,2,G/Y,mixed,2,3,1.0,3
2026-08-02,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 21:51:00,2026-08-19 21:00:00,Wednesday,heavy rain,23.8,0.64,low,1,G/Y,road segment,2,3,0.0,1
2026-08-16,lagos-badagry expressway,mile2-festac,2026-08-19 13:40:00,2026-08-19 13:00:00,Thursday,heavy rain,23.7,0.51,medium,2,G/Y,road segment,3,3,1.0,1
2026-08-04,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 10:05:00,2026-08-19 10:00:00,Monday,partly sunny,25.7,0.1,low,1,G,road segment,0,0,0.0,1
2026-08-01,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 20:55:00,2026-08-19 20:00:00,Monday,mostly cloudy,25.7,0.13,low,1,G/R,none evident,0,4,0.0,0
2026-08-17,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 08:58:00,2026-08-19 08:00:00,Monday,cloudy,25.7,0.19,high,3,R,road segment,0,2,2.0,1
2026-09-07,lagos-ibadan expressway,ojota-berger,2026-08-19 17:24:00,2026-08-19 17:00:00,Saturday,partly sunny,27.3,0.12,high,3,Y/R,junction,5,5,2.0,2
2026-08-14,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 14:55:00,2026-08-19 14:00:00,Wednesday,light rain,24.8,0.34,low,1,G,road segment,2,0,0.0,1
2026-08-03,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 18:12:00,2026-08-19 18:00:00,Thursday,mostly cloudy,24.9,0.18,high,3,G/Y/R,mixed,3,6,2.0,3
2026-08-10,third mainland bridge,oworonshole-adekunle,2026-08-19 16:06:00,2026-08-19 16:00:00,Friday,partly sunny,25.9,0.08,medium,2,Y,road segment,4,1,1.0,1
2026-08-28,ikorodu road,unknown,2026-08-19 17:22:00,2026-08-19 17:00:00,Thursday,light rain,24.6,0.22,high,3,R,mixed,3,2,2.0,3
2026-08-05,ikorodu road,unknown,2026-08-19 19:16:00,2026-08-19 19:00:00,Saturday,heavy rain,22.6,0.84,medium,2,Y/R,junction,5,5,1.0,2
2026-08-16,lagos-badagry expressway,mile2-festac,2026-08-19 19:47:00,2026-08-19 19:00:00,Thursday,partly sunny,28.6,0.13,medium,2,Y/R,mixed,3,5,1.0,3
2026-08-26,third mainland bridge,oworonshole-adekunle,2026-08-19 13:38:00,2026-08-19 13:00:00,Wednesday,mostly cloudy,26.9,0.13,medium,2,Y/R,junction,2,5,1.0,2
2026-08-11,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 10:47:00,2026-08-19 10:00:00,Wednesday,light rain,24.5,0.4,low,1,G/R,road segment,2,4,0.0,1
2026-08-11,lagos-ibadan expressway,ojota-berger,2026-08-19 10:16:00,2026-08-19 10:00:00,Tuesday,light rain,24.2,0.23,low,1,G/R,road segment,1,4,0.0,1
2026-09-03,third mainland bridge,oworonshole-adekunle,2026-08-19 13:48:00,2026-08-19 13:00:00,Sunday,cloudy,25.9,0.24,low,1,G/Y,none evident,6,3,0.0,0
2026-08-24,lagos-badagry expressway,mile2-festac,2026-08-19 13:29:00,2026-08-19 13:00:00,Saturday,mostly cloudy,27.0,0.19,medium,2,G/Y,junction,5,3,1.0,2
2026-08-07,lagos-badagry expressway,mile2-festac,2026-08-19 19:54:00,2026-08-19 19:00:00,Wednesday,mostly cloudy,26.7,0.12,medium,2,G/Y/R,road segment,2,6,1.0,1
2026-09-12,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 16:01:00,2026-08-19 16:00:00,Sunday,heavy rain,23.0,0.64,medium,2,G/Y/R,junction,6,6,1.0,2
2026-09-09,lagos-ibadan expressway,ojota-berger,2026-08-19 13:59:00,2026-08-19 13:00:00,Tuesday,partly sunny,25.2,0.13,medium,2,G/Y/R,junction,1,6,1.0,2
2026-08-04,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 18:03:00,2026-08-19 18:00:00,Tuesday,partly sunny,26.5,0.08,high,3,Y/R,road segment,1,5,2.0,1
2026-08-08,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 18:01:00,2026-08-19 18:00:00,Friday,mostly cloudy,25.9,0.12,high,3,Y/R,mixed,4,5,2.0,3
2026-08-12,lagos-ibadan expressway,ojota-berger,2026-08-19 17:02:00,2026-08-19 17:00:00,Sunday,mostly cloudy,25.0,0.16,high,3,G/Y/R,mixed,6,6,2.0,3
2026-09-02,funsho williams avenue,unknown,2026-08-19 11:51:00,2026-08-19 11:00:00,Saturday,mostly cloudy,24.4,0.16,low,1,G,road segment,5,0,0.0,1
2026-09-06,apapa-oshodi expressway,mile2-oshodi,2026-08-19 10:55:00,2026-08-19 10:00:00,Monday,light rain,25.9,0.3,low,1,G/Y,road segment,0,3,0.0,1
2026-09-03,lagos-badagry expressway,mile2-festac,2026-08-19 17:42:00,2026-08-19 17:00:00,Monday,partly sunny,25.3,0.14,high,3,R,junction,0,2,2.0,2
2026-08-12,funsho williams avenue,unknown,2026-08-19 08:25:00,2026-08-19 08:00:00,Tuesday,heavy rain,22.1,0.65,medium,2,G/Y/R,road segment,1,6,1.0,1
2026-08-25,funsho williams avenue,unknown,2026-08-19 19:55:00,2026-08-19 19:00:00,Thursday,partly sunny,26.7,0.11,high,3,Y/R,road segment,3,5,2.0,1
2026-08-28,lagos-badagry expressway,mile2-festac,2026-08-19 08:34:00,2026-08-19 08:00:00,Monday,heavy rain,23.5,0.77,high,3,R,junction,0,2,2.0,2
2026-08-25,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 09:01:00,2026-08-19 09:00:00,Wednesday,light rain,25.3,0.39,high,3,R,mixed,2,2,2.0,3
2026-08-29,ikorodu road,unknown,2026-08-19 22:28:00,2026-08-19 22:00:00,Sunday,light rain,23.9,0.36,low,1,G,none evident,6,0,0.0,0
2026-09-05,third mainland bridge,oworonshole-adekunle,2026-08-19 10:03:00,2026-08-19 10:00:00,Sunday,partly sunny,25.9,0.13,low,1,G/Y,none evident,6,3,0.0,0
2026-08-19,apapa-oshodi expressway,mile2-oshodi,2026-08-19 08:50:00,2026-08-19 08:00:00,Monday,cloudy,27.3,0.23,high,3,R,road segment,0,2,2.0,1
2026-09-11,apapa-oshodi expressway,mile2-oshodi,2026-08-19 12:35:00,2026-08-19 12:00:00,Friday,mostly cloudy,26.1,0.17,medium,2,Y,junction,4,1,1.0,2
2026-09-07,third mainland bridge,oworonshole-adekunle,2026-08-19 07:41:00,2026-08-19 07:00:00,Friday,light rain,24.3,0.38,high,3,Y/R,junction,4,5,2.0,2
2026-09-14,third mainland bridge,oworonshole-adekunle,2026-08-19 22:15:00,2026-08-19 22:00:00,Monday,light rain,24.6,0.35,low,1,G/R,none evident,0,4,0.0,0
2026-09-06,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 14:25:00,2026-08-19 14:00:00,Wednesday,heavy rain,24.4,0.66,medium,2,Y,mixed,2,1,1.0,3
2026-09-05,funsho williams avenue,unknown,2026-08-19 18:27:00,2026-08-19 18:00:00,Sunday,cloudy,26.0,0.12,high,3,Y/R,mixed,6,5,2.0,3
2026-08-08,lagos-ibadan expressway,ojota-berger,2026-08-19 20:06:00,2026-08-19 20:00:00,Sunday,mostly cloudy,26.6,0.19,medium,2,Y/R,junction,6,5,1.0,2
2026-08-12,funsho williams avenue,unknown,2026-08-19 07:42:00,2026-08-19 07:00:00,Wednesday,cloudy,26.6,0.22,high,3,R,junction,2,2,2.0,2
2026-08-24,lagos-badagry expressway,mile2-festac,2026-08-19 08:03:00,2026-08-19 08:00:00,Tuesday,mostly cloudy,24.1,0.17,medium,2,G/Y/R,road segment,1,6,1.0,1
2026-08-30,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 14:18:00,2026-08-19 14:00:00,Friday,partly sunny,28.4,0.15,medium,2,G/Y,road segment,4,3,1.0,1
2026-08-14,lagos-badagry expressway,mile2-festac,2026-08-19 16:31:00,2026-08-19 16:00:00,Monday,light rain,25.8,0.36,medium,2,G/Y,junction,0,3,1.0,2
2026-08-29,third mainland bridge,oworonshole-adekunle,2026-08-19 16:56:00,2026-08-19 16:00:00,Tuesday,mostly cloudy,26.5,0.19,high,3,G/Y/R,road segment,1,6,2.0,1
2026-08-25,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 08:43:00,2026-08-19 08:00:00,Tuesday,partly sunny,27.2,0.08,high,3,Y/R,road segment,1,5,2.0,1
2026-08-05,apapa-oshodi expressway,mile2-oshodi,2026-08-19 18:06:00,2026-08-19 18:00:00,Friday,heavy rain,23.2,0.85,high,3,R,junction,4,2,2.0,2
2026-08-28,lagos-ibadan expressway,ojota-berger,2026-08-19 17:13:00,2026-08-19 17:00:00,Saturday,heavy rain,22.7,0.53,high,3,Y/R,mixed,5,5,2.0,3
2026-09-09,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 13:29:00,2026-08-19 13:00:00,Wednesday,heavy rain,23.9,0.69,low,1,G/R,none evident,2,4,0.0,0
2026-09-13,funsho williams avenue,unknown,2026-08-19 20:27:00,2026-08-19 20:00:00,Thursday,heavy rain,22.5,0.58,medium,2,Y/R,mixed,3,5,1.0,3
2026-08-28,third mainland bridge,oworonshole-adekunle,2026-08-19 20:11:00,2026-08-19 20:00:00,Tuesday,light rain,25.2,0.38,low,1,G/Y,none evident,1,3,0.0,0
2026-09-06,ikorodu road,unknown,2026-08-19 19:19:00,2026-08-19 19:00:00,Saturday,mostly cloudy,24.8,0.14,medium,2,Y/R,road segment,5,5,1.0,1
2026-09-13,apapa-oshodi expressway,mile2-oshodi,2026-08-19 19:35:00,2026-08-19 19:00:00,Sunday,light rain,24.7,0.27,medium,2,Y/R,road segment,6,5,1.0,1
2026-08-27,lagos-ibadan expressway,ojota-berger,2026-08-19 17:43:00,2026-08-19 17:00:00,Wednesday,heavy rain,24.1,0.84,high,3,G/Y/R,junction,2,6,2.0,2
2026-08-26,third mainland bridge,oworonshole-adekunle,2026-08-19 11:24:00,2026-08-19 11:00:00,Saturday,cloudy,26.3,0.12,low,1,G/Y,none evident,5,3,0.0,0
2026-09-03,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 22:34:00,2026-08-19 22:00:00,Thursday,mostly cloudy,24.2,0.17,low,1,G/R,road segment,3,4,0.0,1
2026-09-03,ikorodu road,unknown,2026-08-19 18:20:00,2026-08-19 18:00:00,Saturday,cloudy,25.4,0.21,high,3,G/Y/R,mixed,5,6,2.0,3
2026-08-12,lagos-ibadan expressway,ojota-berger,2026-08-19 18:44:00,2026-08-19 18:00:00,Sunday,partly sunny,26.2,0.12,high,3,Y/R,junction,6,5,2.0,2
2026-08-29,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 13:29:00,2026-08-19 13:00:00,Monday,heavy rain,24.3,0.68,low,1,G/Y,none evident,0,3,0.0,0
2026-08-27,funsho williams avenue,unknown,2026-08-19 19:22:00,2026-08-19 19:00:00,Monday,partly sunny,27.1,0.08,medium,2,Y/R,junction,0,5,1.0,2
2026-08-30,lagos-ibadan expressway,ojota-berger,2026-08-19 14:29:00,2026-08-19 14:00:00,Saturday,light rain,23.7,0.29,low,1,G/R,road segment,5,4,0.0,1
2026-09-02,lagos-badagry expressway,mile2-festac,2026-08-19 08:24:00,2026-08-19 08:00:00,Wednesday,mostly cloudy,25.9,0.14,high,3,Y/R,mixed,2,5,2.0,3
2026-08-03,lagos-badagry expressway,mile2-festac,2026-08-19 22:41:00,2026-08-19 22:00:00,Sunday,mostly cloudy,26.6,0.1,low,1,G,road segment,6,0,0.0,1
2026-09-01,ikorodu road,unknown,2026-08-19 08:37:00,2026-08-19 08:00:00,Wednesday,mostly cloudy,25.3,0.2,high,3,G/Y/R,road segment,2,6,2.0,1
2026-08-09,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 16:29:00,2026-08-19 16:00:00,Tuesday,mostly cloudy,25.5,0.15,high,3,G/Y/R,road segment,1,6,2.0,1
2026-08-05,lagos-ibadan expressway,ojota-berger,2026-08-19 06:21:00,2026-08-19 06:00:00,Friday,cloudy,26.0,0.16,low,1,G,none evident,4,0,0.0,0
2026-09-15,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 17:52:00,2026-08-19 17:00:00,Thursday,partly sunny,28.8,0.13,high,3,G/Y/R,road segment,3,6,2.0,1
2026-09-11,apapa-oshodi expressway,mile2-oshodi,2026-08-19 20:20:00,2026-08-19 20:00:00,Monday,heavy rain,24.5,0.64,medium,2,Y,road segment,0,1,1.0,1
2026-08-16,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 22:34:00,2026-08-19 22:00:00,Friday,heavy rain,22.7,0.77,low,1,G/R,none evident,4,4,0.0,0
2026-08-06,apapa-oshodi expressway,mile2-oshodi,2026-08-19 20:42:00,2026-08-19 20:00:00,Thursday,light rain,24.1,0.31,medium,2,G/Y/R,mixed,3,6,1.0,3
2026-08-24,lagos-ibadan expressway,ojota-berger,2026-08-19 12:17:00,2026-08-19 12:00:00,Sunday,heavy rain,22.5,0.83,medium,2,G/Y/R,junction,6,6,1.0,2
2026-08-01,ikorodu road,unknown,2026-08-19 08:45:00,2026-08-19 08:00:00,Thursday,partly sunny,25.2,0.13,medium,2,Y/R,road segment,3,5,1.0,1
2026-08-19,lagos-ibadan expressway,ojota-berger,2026-08-19 07:18:00,2026-08-19 07:00:00,Wednesday,light rain,24.9,0.35,high,3,Y/R,road segment,2,5,2.0,1
2026-08-20,apapa-oshodi expressway,mile2-oshodi,2026-08-19 20:15:00,2026-08-19 20:00:00,Monday,mostly cloudy,25.9,0.12,low,1,G/R,road segment,0,4,0.0,1
